,Group,Title,,date,likes,comment,sentiment
115,NewJeans,OMG,,2024-04-29T13:49:12Z,10,팩트 8가지 (이 내용 배댓이었는데 삭제된 거 같아요 좋아요랑 댓글 많이 달아 주세요 그리고 글도 복붙해서 계속 올려주세요) -하이브 채널 뮤비 영상 에서 삭제된 댓만 모았습니다 1. 방시혁은 민희진에게 단월드 찬양 곡을 내라함. 민희진은 방시혁 뜻대로 찬양 가사 쓰고 뮤비에선 단월드 찬양자=정신병자라고 뒷통 수 침. -omg 뮤비중 정신병원에 곰 계속 등장 (단군신화) OMG 뮤비 영상 타임라인  나는 &#39;당신&#39;을 위해 존재합 니다. = 일부러 외국인 하니를 시켜 &#39;단신&#39;처럼 들리도록 발음.  &#39;그러니까 네가 시리야?&#39;=&#39;그러니까 네가 신(갓)이야?&#39;  민지가 2명이다. &#39;신은 온리 원 이라는 뜻&#39;를 비웃음.  동화책 목차 속의 the Revenant: 곰에 맞서 싸우는 이야기  혜인이 타고 있는 지하철은 신도림행 일부러 &#39;신도&#39;만 잘려서 나오도록 화면에 뜸(+신도림역은 단월드 본사 위치)  혜인은 다니엘을 거부하고 달아남  혜인은 사과를 먹고 누움  다니엘(=이름 자체가 &#39;하나님의 심판자&#39;라는 뜻)이 혜인을 구하러 감.  다니엘과 혜인 모두 곰에게 당함.  &#39;단&#39; 너 뿐이야 라는 가사와 함께 곰을 주목.  자세히 보면 중간에 사람들은 안 앉아 있고 테이블 가운데 에 곰이 놓임.  다니엘의 얘들아 우리 이거 뮤비 촬영이야! 현실을 일깨워줌. 관계자들은 질문에 침묵함.  사과를 곰에게 바치는 모습을 그림 2.여자친구 - MAGO (단월드 신이름: 마고)= 마녀화형 축제 =여자친구를 제물로 바쳤다는것 = 여친 멤버가 소원제외 전부 기독교라 해체 시킨 거 같다는 추측 3.단월드 손동작 = 마그네틱(아일릿) 손동작 아일릿?: 뉴진스 소속 사 ADOR(신하) 대표 민희진이 사이비에 저항!!뉴진스 대성!!  근데 사이비 안 믿는 애들이니 뉴진스 컨셉 비슷하게 해서 내야겠다 = 아일릿. 4.투바투 새해 인사 때 입은 한복=단월드 사인 마크 5.방탄소년단: 데뷔 쇼케이스 단월드 재단 일지아트홀에서 진행 멤버중에 진 빼고 다 단월드 사이비 대학 졸업 전원 단월드 화장품 사용 6.투바투 어느 날 머리에서 뿔이 자랐다 (데뷔곡 제목)= 단월드 편지 내용과 흡사. 가사도 마찬가지 7. 방시혁이 다니엘이라는 이름 거부한 이유가 뜻이 기독교 심판이라는 의미여서 8.ETA 가사 내 생일파티에 너만 못 온 그날 - 뉴진스 데뷔 축하 파티 안 온 방시혁 혜진이가 엄청 혼났던 그날- omg 뮤비로 하이브에서 개 깨진 민희진 지원이가 여친이랑 헤어진 그날 - 여자친구(그룹) 해체시킨 박지원 (단월드 하이브 부사장) 걔는 언제나 네가 없이 그날 - 항상 뉴진스는 안중에도 없는 하이브(이번 신곡 버블 껌도 홍보 안 함) 너무 멋있는 옷을 입고 그날 - 르세라핌이라는 새 옷에 정신 못 차리는 방시혁 민희진은 절대 자살하지 않습니다 기자회견에서 내가 죽긴 왜 죽어 언급 =거대세력으로부터 불시에 자살당할까 봐.. 지금 사회적 매장이 문제가 아님. 민희진과 뉴진스는 단월드 신자가 아닙니다. 이걸 알리려고 민희진은 뉴진스 계속 같은 마음이라 언급. 사이비로부터 때묻지 않은 아 이들 지키고픈 마음을 생각하면 부모들이 민희진 편인 이유. 단월드가 뭐길래? 민희진은 기자회견에서 매일 비정상적인 걸 강요 받았댔다. 기독교 신자에게 단월드 신자가 되라는 걸 강요받은 것. 단월드는 정계와 관련 있음. 윤석열은 단월드 출신 도사 천공 밀어줌. 용산으로 청와대 대신 이사 온 이유도 저 무당이 용산 가야 역대 대통령과 달리 감옥 안 간 대서 이전한 거임. 윤석열은 무속을 굉장히 신봉하는 사람임. 단월드 행사 참여 정계 인원: 원희룡 권영진 조태경 박범계 이낙연 정세균 황희 등등 미디어를 통해 거대세력 이 추구하는 종교를 사람들에게 세뇌 중. 케이팝을 통해 반복적인 가사와 중독적인 멜로디로 자신들의 종교적 신념이나 종교 용어 친숙하게 만들기. 사람들이 따라 추기 좋거나 따라 하고 싶게 만드는 춤을 만들어 사람들이 챌린지를 추며 자신들의 종교적 행동 은연중에 퍼트리기 666이나 마그네틱 손동작 등 케이팝이 아니어도 사이비들이 만든 영화 같은 미디어도 보면 굳이 PC 묻히거나 자신들이 믿는 것과 반대인 신을 조롱하는 내용을 보이기도 하고 도파민 위주의 내용으로 사람들의 자극역 치를 높이고 있음. 웬만한 건 봐도 봐도 심심하게 느껴지도록. 미디어에 세뇌되지 않도록 주의하고 항상 객관적인 시각으로 세상을 따져봐야 합니다. 하지만 인간은 거짓으로 알고 있는 정보도 자주 노출되면 될수록 &#39;어 진짠가?&#39;하고 점점 진실이라 고 믿게 되는 존재... 댓글까지 여론몰이하면 그대로 믿게 되겠죠. 이건 동떨어진 얘길 수도 있는데 사실 음모론이라고 치부하고 넘어가기엔 파면 팔수록 퍼즐이 점점 들어맞습니다. 세상엔 단월드 말고 도 이단 신봉자가 너무 많아서 내가 배웠고 알고 있던 진리조차도 큰 세력들의 왜곡일지도. 똑똑하고 돈 많고 권력까지 있는 큰 세력이니 못할 거라는 생각도 안 듦. 단월드&#39; 명칭 변경 날짜: 2002년 4월 22일 22년후 민희진 어도어 언플 여자친구 공식 해체일 5월 22일 르세라핌 공식 데뷔일 22년 5월 22일 뉴진스 데뷔일 22년 7월 22일 안티프레질 발매일 음력 9월 22일 투어스 데뷔 1월 22일 마냥 끼워넣기 라고 볼수는 없음 그리고 왜 방탄이 뜬금없이 코웨이 정수기 광고를 찍었는지 앎? 모 르는 사람들은 에이 방탄 잘나가니까 찍었겠지~ 라고 생각할 수도 있지만 사실 코웨이 직원중에 단월드 있어서 인맥 연결되어 있어서 코웨이 광고 찍은거임 1.(뉴진스+민희진) vs 하이브 민희진이 하이브가 사이비를 믿는 줄 도 모르고 뉴진스를 하이브에 델꼬왔음. 그래서 민희진 혼자 뉴진스 를 책임지고 같이 탈출하려고 오엠지 뮤비도 만들고 어도어도 만들 고 며칠전에 인터뷰도 한거임 2.여자친구 해체와 르세라핌 데뷔 (22 집중) 여자친구가 원래 소속사에서 하이브로 옮긴 후 컨셉도 청순에서 마녀로 바뀜. 단월드 내용 중에 4월 30일~5월 1일이 마녀 화형식날인데 그 다음 해 22년 5월 2일에 천사 컨셉으로 르세라핌이 데뷔함. 이 날짜를 맞춘뒤 여자 친구를 5월 22일 해체 (화형)시킨 것 으로추측됨 그리고 르&#39;세라 핌&#39;이 천사라는 뜻이고 원래 6명이었던 여자친구 따라 6명을 유지하려고 학폭 김가람을 계속 옹호했던거임 여친 마고 뮤비와 뉴진스 omg 뮤비 해석을 못하고있다가 갑자기 딱딱 들어맞음 민희진이 인터뷰에서 통곡하고 책임감이라는 단어를 강조하는 모습 유튜브 댓글이 실시간으로 삭제됨 하이브 단월드 관 련 기사가 일절 없음(단월드 출신이 방통심의위원장: 언론통제 가능),0
116,NewJeans,Attention,,2022-08-03T05:21:58Z,0,일본10대가 저렇구나 처음 알았네,1
117,NewJeans,Bubble Gum,,2024-04-27T06:03:53Z,1,좋긴 좋다,2
118,NewJeans,Cool With You' & 'Get Up' (side B),,2024-04-30T06:03:22Z,23,영화 한 편 보는 것 같았습니다. 호연 배우님의 절절한 연기가 너무 좋았고 양조위님은 포스가 남다르네요. 뮤비 해석까지 보고 나니까 같은 걸 봐도 느낌이 달라서 신기했습니다.,2
119,NewJeans,OMG,,2024-04-29T04:46:54Z,16,4월 30일 발푸르기스의 밤이자 민희진 주주총회 날입니다 내일 뭔일 나면 하이브 사이비 인정하는거임 ㅇㅇ,0
120,NewJeans,Attention,,2022-07-22T22:22:32Z,0,에셈 가수들이 새롭게 나오니까 기대된다,1
121,NewJeans,OMG,,2024-05-25T15:56:11Z,10,하이브단월드사이비 떼려야 뗄 수 없는 한 몸 사이비종교,0
122,NewJeans,Right Now,,2024-06-16T15:05:42Z,0,아ㅏㅏㅏㅏㅏㅏㅏㅏ사랑해최고야ㅏㅏㅏㅏㅏㅏㅏ,2
123,NewJeans,ETA,,2023-07-22T11:21:01Z,0,뮤비가 많은건 좋은데 대체 노래랑은 뭔상관인지 모르겠네,0
124,NewJeans,Hype Boy' Official MV (DANIELLE&HAERIN ver.),,2022-07-28T18:59:31Z,1,여자들이 널 좋아하는게 뭐가 문제야? K-pop 산업은 매우 유독하고 모방적입니다. 확실히 이 개념을 가진 더 많은 그룹이 있을 것입니다. 현재 블랙핑크가 가장 큰데 뉴진이 불과 며칠 만에 업계에서 성공할 수 있을까? 의심스럽긴 하지만 그래도 그들의 무궁한 발전을 기원합니다.,0
125,NewJeans,OMG,,2024-04-28T19:07:17Z,9,이번주부터는 퍼포먼스 먼저 말고 뮤비 버전 틀어야겄다,2
126,NewJeans,ASAP,,2023-07-25T15:43:29Z,0,해린이 현실 토미에.. 존예..,2
127,NewJeans,Supernatural (Part.1),,2024-06-30T05:13:57Z,23,오늘도 걸플갤 무료 댓글알바들 풍년이구만  뉴진스 버니즈 화이팅,1
128,NewJeans,Super Shy,,2023-07-08T01:04:20Z,1,노래 좋은데 가사에 한글이 적은게 아쉽네요,1
129,NewJeans,How Sweet,,2024-05-27T03:24:15Z,7,연령제한 될 이유가 없는데 왜 걸렸나요,0
130,NewJeans,Bubble Gum,,2024-04-26T22:49:36Z,2,저도 똑같이 느낌.... 바닷마을 다이어리..... 감성....,2
131,NewJeans,OMG,,2024-04-30T06:25:27Z,10,유명한 댓글 지우면 티 나니깐 좋아요 없는 댓 부터 지우고 있는것 같아요 모든 댓글에 하트와 대댓을 해주세요,1
132,NewJeans,Bubble Gum,,2024-04-26T15:36:10Z,0,솔직히 능력은 개쩌는거 같다,2
133,NewJeans,OMG,,2024-05-06T12:44:21Z,4,여러분 단월드 목적이 일본신 모시는 거라서 지금 윤석 열이 독도 팔아먹기 직전이에요 하이브에만 소속된 사태가 아니에요 정치적으로 심각합니다 제발 널리 퍼 뜨려주세요 님들 제발 알아주세요 일본이 우리 나라 독도에 여권없이 방문하는거 기사 터지자마자 단월드 머시기 터진거에요,0
134,NewJeans,OMG,,2024-04-28T17:51:13Z,9,외국에 제보 ㄱㄱ제발 제발 제발 제발,0
135,NewJeans,Attention,,2022-07-22T05:40:49Z,4,ㅋㅋ와.. 뮤비 보고 놀란 거 진짜 오랜만이네.. 4세대 얘네가 다 먹겠구나,2
136,NewJeans,How Sweet,,2024-05-29T15:26:08Z,2,뉴진스가 뉴진스함 시간은 뮤비 기준  처음에 해린이 영상 통화하는 장면 속 캐릭터 돼지(=방)와 곰(=단)  창살 안에서(처럼 보이게) 춤을 추는 뉴진스  아무도 몰라 보는 뉴진스 (또는 투명인간. 대중에겐 보이지 않음)  해린의 손가락 주목!! 눈이 그려져 있음 그 손가락으로 다니엘의 핸드폰 키링을 침 치기 전까지 해린 뒤로 만화캐릭터 돼지+곰이 보이지만 이 키링을 치자 사라지고 그제서야 오른쪽 화면 상단 창문에 고양이와 사람이 뉴진스를 쳐다보기 시작하고 오토바이 탄 사람도 육교 위 뉴진스 5명을 쳐다봄 =이 전까지는 동물들에게만 뉴진스가 보였던거임 그래서 화면을 의도적으로 분할한 것이고 뉴진스 계정에 올라온 뮤비 리액션 영상에서 민지가 이 장면을 보고 버니즈가 이해하기 힘들겠다 한 것도 이 이유인 것 같음 ◦다니엘의 키링=토끼=민희진=버니즈=대중 0 그림캐릭터 돼지 곰 박쥐 등=방시혁 단월드 박지원 하이브임원진 상징=뉴진스와 민희진을 고립시키려는 존재  이젠 씨씨티비에도 뉴진스가 보이고  비로소 대중 앞에서 춤을 추는 뉴진스  화려한 조명 아래에서 팬들 함성에 노래하고 춤추던 무대가 그립거나 숙소 조명 하나까지 멤버들 취향으로 맞춰주던 민희진이 그립거나  이제는 돌아갈 시간(하이브=단=사이비=정신병원) 혜인만 환자복 연상케하는 코디 omg뮤비와 이어지는듯  차 안에서 키링을 만지고 밝게 웃으며 장난치는 멤버들 표정  만화 캐릭터(=하이브 임원들 상징 뉴진스를 대중으로부터 고립시킴) 등장하며 하니와 다니엘 표정이 어두워지고 혜인이 희미하게 웃으며 토끼 키링을 바라보는데 토끼 키링 가슴에 이니셜이 HJ(=민희진)  단월드입성.. 비정상적 세상 의미  오리 9마리. ..현재 활동 못 하고 있는 하이브 소속 걸그룹 프로미스나인 상징 그리고 뉴진스 등장.. 아마도 이 뮤직비디오는 하이브가 어도어 민희진을 해임하고 뉴진스를 장기 휴가 보내준다던 박지원의 얘기가 실제로 이루어진 뒤 뉴진스가 최소 몇년의 활동이 중단된 상태를 가정하고 시작한 것 같음 장기 휴가 중 대중에게서 멀어진 뉴진스는 대만(뮤비촬영지=대만. 중국으로부터 독립 상징)으로 여행을 갔고 우연히 난 교통사고에서 뜻밖의 느낀 해방감과 가수 시절을 추억하고 다시 현실(하이브)로 돌아 와야만 하는 이야기를 담음 how sweet의 노래 가사는 난 이제 다 깨닳았다 말 안해도 된다 나가겠다이지만 뮤비는 끝내 민희진과 함께하지 못 하고 꿈도 좌절된 뉴진스를 표현 하는 것만 같아서 뮤비인데도 마음이 아프다...ㅜㅜ 그저 아무 의미없이 귀엽게 만들어진 뮤직비디오일 뿐 저의 뇌피셜이길 바랍니다 이런 영상 만들 줄 모르고 할 줄 아는거라곤 댓글 달기 뿐이라 여기 저기 댓글만 달고 있네요.. 그저 이번 활동이 마지막이 아니길 바랍니다. 앞으로도 계속 민희진이 디렉팅 하는 뉴진스의 음악 듣고 싶다는 팬 분의 댓글을 퍼온 내용 기반의 영상 추가 내용입니다(댓글로 알려주신 분 감사합니다) 자동 자막 한국어로 켜고 들어보세요  여기 자동자막 한국어.. 이제 나 &#39;m 없이는 이라고 표기되어 있고 m은 반희수 채널의 omg뮤비에서도 비슷하게 나왔어요 그리고 후반부에서 일부가 자동자막 한국어에서 다 어서 나와가 아닌 나가라고 하네요 자동 자막 정리  더 물어봐(원 가사: 나 더는 묻지 않을래)  이제 나 &#39;m 없이는 (Now that I&#39;m without you)  -  내 스토리 속의 작은 악마야 내 문을 두드리지 마 지금 당장 나가라 Toxic lover 넌 더 나을 게 없어 숨지 말고 그냥 나가라 (Toxic lover You&#39;re no better 거기 숨지 말고 빨리 나와 You little demon in my storyline Don&#39;t knock on my door 얼른 나가버려)  - Toxic lover 더 나을 게 없어 숨지 말고 그냥 나가 (Toxic lover You&#39;re no better 거기 숨지 말고 얼른 나와) 원 가사 You little demon in my storyline 엔 자막 없음  내 집 문을 두드리지 마세요. 내가 배웅할 거에요 (Don&#39;t knock on my door I&#39;ll see you out),2
137,NewJeans,OMG,,2024-04-29T03:44:03Z,12,짜집기 끼워맞추기라고 말 하는 사람들에게 전하세요 진실은 낯설다,0
138,NewJeans,Supernatural (Part.1),,2024-07-09T00:29:48Z,13,뉴진스 ~ 사랑한디~ 온세상이 뉴진스,2
139,NewJeans,Right Now,,2024-06-19T00:38:44Z,12,정말 사랑스런 mv야.. 뉴며들었네..,2
140,NewJeans,Bubble Gum,,2024-04-29T08:48:46Z,7,뉴진스 절대 지켜,2
141,NewJeans,How Sweet,,2024-05-27T22:01:40Z,3,아일릿 솔까 럭키걸 신드롬에서도 이 감성 따라한듯,2
142,NewJeans,Bubble Gum,,2024-05-06T09:22:02Z,3,어느 순간부터 대한민국 언어를 영어처럼 발음해서 노래를 부른다 요세 아이돌들은 알아듣기도 힘드네,0
143,NewJeans,Cookie,,2022-08-01T13:08:13Z,0,이 노래는 솔직히 좀 난해함... hype boy 가 젤 좋네,0
144,NewJeans,OMG,,2024-04-28T14:52:53Z,2,댓삭 힘든 직원이면 개추,0
145,NewJeans,OMG,,2024-04-28T08:13:59Z,6,여러분 ㄷㅇㄷ가 정치쪽에도 관련이 있어서 해외 언론사에 제보해야될 것 같아요 그냥 묻히지 않게 널리 퍼뜨려주세요,0
146,NewJeans,Supernatural (Part.1),,2024-06-30T11:32:24Z,33,오늘도 들으러왔다 얘들아~^^,2
147,NewJeans,How Sweet,,2024-05-24T17:18:50Z,4,이게 뭔...진짜...가히 압도적이다.,2
148,NewJeans,Supernatural (Part.1),,2024-06-21T06:37:29Z,3,진짜... 진짜 최고예요 너무 좋아요!! 앞으로도 힘내요 화이팅!!!🫰️,2
149,NewJeans,Supernatural (Part.1),,2024-06-22T05:45:51Z,26,다른나라 데뷔곡인데 국내에서도 핫하다니 역시 뉴진스,2
150,NewJeans,How Sweet,,2024-05-29T03:13:30Z,10,거기 숨지말고 얼른 나와,2
151,NewJeans,Hurt,,2024-06-01T18:31:07Z,10,진짜 얼빡으로 찍었네ㅋㅋ,1
152,NewJeans,How Sweet,,2024-05-24T08:20:56Z,0,JEANS 멕시코 그룹이랑 비슷해요,0
153,NewJeans,OMG,,2024-05-10T00:46:26Z,6,하이브 단월드,0
154,NewJeans,How Sweet,,2024-05-24T07:08:01Z,1,좋은데? 벌써 중독됨 세번연속 보는중,2
155,NewJeans,Right Now,,2024-06-17T03:09:57Z,145,일본인들이 진짜 좋아하는 치트키 뉴진스+무라카미상+귀여운 캐릭터+하니의 연애 상담 ㅋㅋㅋㅋㅋ,2
156,NewJeans,OMG,,2024-04-29T13:11:44Z,6,응 너네 지워봤자 소용없음~ 하이브 사이비단월드사이비단월드사이비단월드사이비단월드사이비단월드사이비단월드,0
157,NewJeans,Bubble Gum,,2024-04-27T11:01:02Z,2,진짜 아무리 아류가 나와도 민희진감성 아무도 흉내못냄. 그냥 장르임. 민희진 뉴진스 응원합니다,2
158,NewJeans,Bubble Gum,,2024-04-26T17:39:29Z,1,이 노래 정말 좋아해!! ㅠㅠ,2
159,NewJeans,Super Shy,,2023-07-07T04:27:58Z,2,마지막에 인사하고 갑자기 끝나는 거 왜 이렇게 귀여워 ㅋㅋㅋ,2
160,NewJeans,Right Now,,2024-06-17T15:52:13Z,1,@-r7g하이브가 하도 짜치는짓 많이해서 사람들이 다 의심할 만도 ㅠㅠ,0
161,NewJeans,OMG,,2024-04-30T10:54:39Z,1,병,0
162,NewJeans,OMG,,2024-04-28T18:35:38Z,13,하이브 뜻 H : Healing Y : yoga B : brain E : Education,0
163,NewJeans,Right Now,,2024-06-16T22:04:29Z,0,뉴진스 사랑해 제발 노래가 별로면 별로라고 말좀해 이런곡 싫다고 말좀 해 16살 인생에겐 우울한 노래다,0
164,NewJeans,Bubble Gum,,2024-05-17T07:50:50Z,24,뉴진스 사건 잊지말어요 제발 퍼트려주세요,0
165,NewJeans,OMG,,2024-04-28T14:51:42Z,13,난 이제 하이브뒤에 얼마나 큰 뒷배가 있을지가 궁금하면서도 무서움;; 이정돈데도 뉴스가 하나 안나옴..,0
166,NewJeans,How Sweet,,2024-05-24T09:01:56Z,2,다른 사람들도 이 걸작을 들었으면 좋겠습니다. 가라 뉴진스!,2
167,NewJeans,OMG,,2024-04-28T12:15:15Z,7,단월드,0
168,NewJeans,ETA,,2023-07-21T15:13:37Z,1,아이폰 콜라보 ㅎㄷㄷ 뭔가 뉴진스 데리고 하고싶은거 다하네 ador ㅋㅋㅋ,1
169,NewJeans,How Sweet,,2024-05-28T15:06:25Z,16,뮤비에 대한 긍정적 평가들이 베스트 댓글이 아닌게 슬퍼요. 뉴진스 멤버들도 이것을 볼꺼라 생각하니 속상해요...,0
170,NewJeans,Cool With You' & 'Get Up' (side B),,2023-07-19T23:29:48Z,0,옛날에 그 하아이완커플? 귀여워 귀여워 웃을때 귀여워 싸이월드BGM 을 처음 들었을때 그 베이스가 느껴진다.ㅋ 신선해~,2
171,NewJeans,Supernatural (Part.1),,2024-06-24T17:04:41Z,7,뉴진스 버니즈 화이팅,2
172,NewJeans,OMG,,2024-04-28T17:32:29Z,2,방시혁 밟아버릴수 있죠?,2
173,NewJeans,Supernatural (Part.2),,2024-07-05T07:27:27Z,1,아 너무좋아!!!!!!!!!!!!!,2
174,NewJeans,ASAP,,2023-07-25T16:01:28Z,1,한 장면도 놓칠 수 없다.. 너무 예쁘다..,2
175,NewJeans,Bubble Gum,,2024-05-18T15:45:36Z,1,​​@-rm5vz역시 민천지 같은 아군 공격하는 명성 어디 안가노 ㅋㅋㅋ 닌 그냥 뉴진스 팬이 아니라 민희진 팬이네 뉴진스 보호 하려는 마음 1도 없음 ㅇㅇ,0
176,NewJeans,Zero,,2023-04-03T22:41:26Z,0,코카콜라 맛있다 맛있으면 또 먹어 또 먹으면 배탈라 ㅋㅋㅋㅋㅋㅋ 이거 같네 ㅋㅋ 뉴진스 넘 기엽고 이뿌다,2
177,NewJeans,Cookie,,2023-06-20T04:59:15Z,2,우리나라에선 쿠키는 걍 쿠키라고 뇌 썩은 서양놈들아..;; 케이팝 듣는데 자꾸 지들 은어를 갖다붙여 짜증나게 니들 논리면 딸기 아이스크림 쿠키 등등 각종 과일 및 디저트류 다 못부르는거아님? ㅋㅋㅋㅋ 작작해라 제발,0
178,NewJeans,Bubble Gum,,2024-04-28T02:40:18Z,6,뉴진스는 아무잘못이 없다만 경영학 전공하는 사람으로서 봤을 때 민희진 vs 방시혁은 민희진 과실이 훨씬 크다. 민희진의 감성팔이식 기자회견에 넘어가서 방시혁 옹호하는 사람들에게는 “ 냉철한척 한다” 라며 욕하고 민희진을 신격화하는 팬들은 지능에 문제가 있는듯함,0
179,NewJeans,OMG,,2024-04-28T15:12:14Z,0,댓삭방지ㅜㅜㅠㅠㅠㅠㅠ뉴진스민희진대표님지키자 댓삭방지ㅜㅜㅠㅠㅠㅠㅠ뉴진스민희진대표님지키자 댓삭방지ㅜㅜㅠㅠㅠㅠㅠ뉴진스민희진대표님지키자,0
180,NewJeans,OMG,,2024-04-28T13:58:41Z,10,이게 진짜 넷플릭스가 아니라 실화인게 안 믿긴다 그냥 이게 진짜라고??? 실화라고?,0
181,NewJeans,Bubble Gum,,2024-05-13T09:19:48Z,15,방뚱땡이 사퇴해라 1일차,0
182,NewJeans,Supernatural (Part.2),,2024-07-04T15:02:35Z,0,아싸~!!!!!!,2
183,NewJeans,Cookie,,2022-09-06T13:42:24Z,89,분위기가 너무좋다. 후렴구가 너무 좋고 강렬하다. 어디선가 들었던거같은 멜로디인데 신선하다.,2
184,NewJeans,Ditto (side A),,2022-12-22T11:55:18Z,7,애초에 트리플에스가 뉴진스 따라한건 아니고? 코디랑 헤어랑 춤 뮤비등등,0
185,NewJeans,OMG,,2023-01-02T11:05:51Z,2,20살 시작을 뉴진스와 함께해서 행복합니다 :),2
186,NewJeans,OMG,,2024-04-28T20:37:15Z,13,지금 뉴스 제보 해달라는 댓만 계속 삭제 당하는 데 좋아요 빨리 눌러주세요,1
187,NewJeans,OMG,,2024-04-28T12:35:37Z,1,님아 곧 중간고사면 폰 끄고 공부하러 가세요,0
188,NewJeans,How Sweet,,2024-05-28T18:02:01Z,33,뮤비가 왜 천만이 안 되는거임 진짜,2
189,NewJeans,ETA,,2024-02-03T10:54:47Z,1,박진감넘쳐요,2
190,NewJeans,OMG,,2024-05-10T17:07:54Z,3,번더브릿지 친일 논란에 단월드 논란까지 ㅋㅋㅋㅋ 하이브 끝났네,0
191,NewJeans,OMG,,2024-04-28T13:23:00Z,0,단월 드,0
192,NewJeans,Bubble Gum,,2024-04-27T08:53:40Z,5,듀스 여름안에서 감성이 느껴짐,2
193,NewJeans,OMG,,2024-04-28T15:30:49Z,13,와 ㅁㅊ 중간에 곰 인형도 나오네..,1
194,NewJeans,How Sweet,,2024-05-29T03:56:16Z,10,다들 너무 예쁘고 늘 다음 앨범이 기대되는 그룹,2
195,NewJeans,ETA,,2024-05-01T11:28:47Z,3,현재도 그 &#39;온라인 바이럴 마케팅&#39; 하는지 궁금함 만약 한다면 누가 하는지 너무 궁금쓰.. 방송3사 또는 그알이나 탐사보도프로그램에서 파주셨으면,0
196,NewJeans,Ditto (side A),,2022-12-28T02:01:52Z,5,부드러움과 달콤함 모두  차가운 노래,1
197,NewJeans,OMG,,2024-04-28T12:36:40Z,0,와 ㅈㄴ 소름 ㅅㅂ!!!,2
198,NewJeans,Attention,,2022-07-22T07:53:30Z,1,노래좋다....,2
199,NewJeans,Bubble Gum,,2024-04-26T22:49:51Z,0,좋게도 생각하지말고 상식적으로만 생각해봐라. 어도어에 티저 자율 권한도 없겠니?,0
200,FIFTY FIFTY,Cupid,,2023-07-01T15:10:22Z,1,@ 정산금 논란은 지급 가능한 기일이왔을때 세세한 지출과 수입사항을 아티스트에게 공시하고 협의하는 과정을 갖습니다. 그들은 아직 정산하기에 한참 모자란 기일이 지났고 해외 음원 활동이 대부분인데 그 수익은 빨라야 7월 이후라고 밝혀졌습니다. 무엇보다 그들은 자세한 내역을 알기도 전에 소송부터 걸었습니다 일방적인 계약파기 소송이고 그 과정에서 다른 업체의 템퍼링잇김이 작용됐다고 보는게 업계의 시선입니다,1
201,FIFTY FIFTY,SOS,,2024-09-22T07:57:31Z,2,우와 . 너무 기대 됩니당.,2
202,FIFTY FIFTY,Starry Night,,2024-09-15T01:27:55Z,25,엠넷플러스 앱을 깔고 엠카운트다운에서 피프티피프티에게 투표해주세요. 핖티를 사랑하는 마음을 투표로 보여주세요. 내 한표가 의미없다고 생각하실 수도 있으시겠지만 그 한표한표의 별이 모여서 은하를 이룹니다. 여러분의 따뜻한 사랑을 보여주세요~ 표현하지 않는 사랑은 보이지 않는 경우가 많습니다. 여러분의 한표는 너무나 소중합니다. 유튜브 댓글처럼 따뜻한 마음을 투표로 보여주세요~ 15일 16일 각각 5회까지 투표 가능합니다.,2
203,FIFTY FIFTY,Cupid,,2023-11-21T03:25:12Z,3,곡은 진짜 좋네 안타깝다 전부다,1
204,FIFTY FIFTY,SOS,,2024-09-22T04:37:51Z,2,헉 저두요ㅜ 앞은 안보이고 앞에 비상 깜박이에 의지해서 달리는데 핍둥이들 노래 없었음ㅜ 힘이 나는 마법의 노래예요,2
205,FIFTY FIFTY,Starry Night,,2024-09-09T12:39:32Z,26,안무도 참 예쁘고 애덜이랑 노래. 춤 너무 찰떡이라 넘 사랑스러움,2
206,FIFTY FIFTY,SOS,,2024-09-29T11:13:07Z,19,영어버전 장난아님.. 왜 이 곡을 타이틀로 했는지 바로 알수있음,2
207,FIFTY FIFTY,Starry Night,,2024-09-06T12:47:17Z,0,@ 혼혈이 미인 미남이 많다더라 복받았네,1
208,FIFTY FIFTY,Starry Night,,2024-08-30T05:44:48Z,0,좋아요,2
209,FIFTY FIFTY,Starry Night,,2024-09-08T04:58:10Z,4,일단 카메라 마사지도 안받은 생초짜 아테나가 저 정도인건 앞으로 포텐 기대되네요. 그리고 지금 포화상태인 걸그룹시장에서 그많은 그룹의 그많은 멤버들중에 왜 장카설 셋일까요? 장카설이김박전신윤송정한강나서안유성손..이 아니고? 장카설이 나와라 뚝딱 하면 나와서 모든 그룹에 하나씩 배분 가능한 외모가 아니기 때문이겠죠. 촉박한 시간에 한정된 인재풀에서 이정도 멤버 퀄리티. 전 좋네요.,2
210,FIFTY FIFTY,Starry Night,,2024-09-05T14:41:36Z,0,​@ 날짜는 내일이네요,1
211,FIFTY FIFTY,Starry Night,,2024-09-02T05:15:21Z,11,집에 가서 응원법 연습해야지⭐️️,2
212,FIFTY FIFTY,SOS,,2024-09-20T04:14:38Z,3,기다린 보람 있고 기대이상으로 너무 좋아요 전세계 차트인 가보자고,2
213,FIFTY FIFTY,Lovin' Me,,2023-07-03T05:32:09Z,1,이게 쫄딱 말아먹은 데뷔곡이구먼...ㅎㅎ,0
214,FIFTY FIFTY,Starry Night,,2024-08-31T09:07:09Z,8,응원합니다. 노래 좋네요,2
